model;description
2783;Handwoven vintage striped kilim rug from Kars region of Turkey. Approximately 60-70 years old. In very good condition.
2784;Vintage handwoven embroidered kilim rug from Malatya region of Turkey. Approximately 50-60 years old. In very good condition.
2785;Handwoven vintage striped kilim rug from Denizli region of Turkey. Approximately 60-70 years old. In very good condition.
2786;Handwoven embroidered kilim rug from Adana region of Turkey. Approximately 50-60 years old. In very good condition.
2787;Handwoven Vintage modern small kilim rug from Marash region of Turkey. Approximately 50-60 years old. In very good condition.
2788;Striped colorful kilim rug from Antalya region of Turkey. Approximately 50-60 years old. In very good condition.
2789;Handwoven Vintage modern small kilim rug from Marash region of Turkey. Approximately 50-60 years old. In very good condition.
2790;Colorful vintage kilim rug from Afyon region of Turkey. Approximately 45-55 years old. In very good condition.
2791;Handwoven Vintage modern small kilim rug from Marash region of Turkey. Approximately 50-60 years old. In very good condition.
2792;Handwoven Vintage modern small kilim rug from Marash region of Turkey. Approximately 50-60 years old. In very good condition.
2793;Handwoven Vintage modern small kilim rug from Marash region of Turkey. Approximately 50-60 years old. In very good condition.
2794;Handwoven Vintage modern small kilim rug from Marash region of Turkey. Approximately 50-60 years old. In very good condition.
2795;Vintage handwoven long and narrow kilim rug from Adana region of Turkey. Approximately 45-55 years old. In very good condition.
2796;Vintage decorative runner rug from South Eastern Turkey. Approximately 55-65 years old. In very good condition.
2797;Decorative Vintage rag rug from Adana region of Turkey. Approximately 45-55 years old. In very good condition.
2798;Handwoven embroidered kilim rug from Denizli region of Turkey. Approximately 50-60 years old. In very good condition.
2799;Handwoven embroidered kilim rug from Denizli region of Turkey. Approximately 50-60 years old. In very good condition.
2800;Vintage area rug from Konya region of Turkey. Approximately 45-55 years old. In very good condition.
2801;Vintage decorative runner rug from South Eastern Turkey. Approximately 55-65 years old. In very good condition.
2802;Handknotted Vintage rug from Kars region of Turkey. Approximately 55-65 years old. In very good condition.
2803;Decorative Vintage tulu rug from Konya region of Turkey. Approximately 35-45 years old. In very good condition.
2804;Washed out vintage runner rug from Konya region of Turkey. Approximately 55-65 years old. In very good condition.
2805;Vintage embroidered cotton kilim rug from Denizli region of Turkey. Approximately 45-55 years old.In good condition.
2806;Embroidered vintage kilim rug from Denizli region of Turkey. Approximately 50-60 years old. In good condition.
2807;Vintage plain wool kilim rug from Afyon region of Turkey. Approximately 50-60 years old. In very good condition.
2808;Striped vintage kilim rug from Afyon region of Turkey. Approximately 50-60 years old. In very good condition.
2809;Embroidered vintage kilim runner rug from Malatya region of Turkey. Approximately 55-65 years old. In very good condition.
2810;Vintage embroidered kilim rug from Denizli region of Turkey. Approximately 50-60 years old. In very good condition.
2811;Vintage Handwoven kilim rug from Afyon region of Turkey. Approximately 50-60 years old. In very good condition.
2812;Vintage handwoven natural kilim rug from Afyon region of Turkey. Approximately 55-65 years old. In very good condition.
2813;Embroidered vintage kilim rug from Denizli region of Turkey. Approximately 50-60 years old. In good condition.
2814;Embroidered vintage kilim rug from Denizli region of Turkey. Approximately 50-60 years old. In good condition.
2815;Embroidered vintage kilim rug from Denizli region of Turkey. Approximately 50-60 years old. In good condition.
2816;Handwoven vintage striped kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2817;Handwoven vintage striped kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2818;Handwoven vintage striped kilim rug from Afyon region of Turkey. Approximately 50-60 years old. In very good condition.
2819;Handwoven vintage natural kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2820;Handwoven vintage striped goat hair kilim rug from Afyon region of Turkey. Approximately 50-60 years old. In very good condition.
2821;Handwoven vintage striped goat hair kilim rug from Afyon region of Turkey. Approximately 50-60 years old. In very good condition.
2822;Handwoven vintage striped kilim runner from Marash region of Turkey. Approximately 65-75 years old. In good condition.
2823;Handwoven vintage colorful kilim rug from Denizli region of Turkey. Approximately 40-50 years old. In very good condition.
2824;Handwoven decorative vintage kilim runner from Marash region of Turkey. Approximately 55-65 years old. In very good condition.
2825;Handwoven vintage embroidered kilim runner from Marash region of Turkey. Approximately 55-65 years old. In very good condition.
2826;Handwoven vintage colorful kilim rug from Denizli region of Turkey. Approximately 40-50 years old. In very good condition.
2827;Handwoven vintage colorful kilim rug from Denizli region of Turkey. Approximately 40-50 years old. In very good condition.
2828;Striped vintage handwoven kilim rug from Afyon region of Turkey. Approximately 50-60 years old. In very good condition.
2829;Handwoven vintage natural brown kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2830;Handwoven striped vintage kilim rug from Afyon region of Turkey. Approximately 45-55 years old. In very good condition.
2831;Handwoven vintage natural brown kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2832;Handwoven vintage natural brown kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2833;Handwoven vintage natural brown kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2834;Handwoven vintage natural kilim runnner from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2835;Handwoven vintage natural kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2836;Handwoven vintage natural kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2837;Handwoven vintage natural kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2838;Handwoven vintage natural kilim rug from Kars region of Turkey. Approximately 50-60 years old. In very good condition.
2839;Vintage decorative Angora hair filikli rug from Afyon region of Turkey. Approximately 55-65 years old. In good condition.
2840;Vintage embroidered kilim rug from Marash region of Turkey. Approximately 50-60 years old. In very good condition.
2841;Handwoven vintage modern kilim rug from Afyon region of Turkey. Approximately 55-65 years old. In very good condition.
2842;Handwoven vintage modern kilim rug from Afyon region of Turkey. Approximately 55-65 years old. In very good condition.
2843;Handwoven vintage modern kilim rug from Afyon region of Turkey. Approximately 50-60 years old. In very good condition.
2844;Handwoven cotton kilim rug from Adana region of Turkey. Approximately 50-60 years old. In very good condition.
2845;Handwoven cotton kilim rug from Adana region of Turkey. Approximately 50-60 years old. In very good condition.
2846;Handwoven cotton kilim rug from Adana region of Turkey. Approximately 50-60 years old. In very good condition.
2847;Handwoven cotton kilim rug from Adana region of Turkey. Approximately 50-60 years old. In very good condition.
2848;Handwoven cotton kilim rug from Adana region of Turkey. Approximately 50-60 years old. In very good condition.
2849;Handwoven cotton kilim rug from Adana region of Turkey. Approximately 50-60 years old. In very good condition.
2850;Handwoven cotton kilim rug from Adana region of Turkey. Approximately 50-60 years old. In very good condition.
